place_id,name,description,is_spending_on_ads,reviews,competitors,website,owner_name,owner_profile_link,featured_image,main_category,categories,rating,workday_timing,closed_on,phone,address,review_keywords,link
ChIJYZf0HXIVrjsRnjGnQ4DgDw4,Wyzmindz Solutions,,False,146,"Name: Zwayam
link: https://www.google.com/maps/search/Zwayam/@12.904069999999999,77.64866850000001?authuser=0&hl=en&entry=ttu
Reviews: 114 reviews

Name: Wenzins Technologies
link: https://www.google.com/maps/search/Wenzins+Technologies/@12.9396547,77.5663519?authuser=0&hl=en&entry=ttu
Reviews: 24 reviews

Name: WebDizz
link: https://www.google.com/maps/search/WebDizz/@12.875565799999999,77.53239599999999?authuser=0&hl=en&entry=ttu
Reviews: 1 reviews",http://www.wyzmindz.com/,Wyzmindz Solutions (Owner),https://www.google.com/maps/contrib/110079451429567550262,https://lh5.googleusercontent.com/p/AF1QipMXpvfkEt1V7xXy4jMvRnka64ppXLzy9CZcAw-N=w408-h306-k-no,Software company,Software company,4.2,9:30 am-6:30 pm,Sunday,,"Wyzmindz Solutions, Survey # 19/3, 3rd Floor, Srinivasa Industrial Estate, Kanakapura Rd, behind RMS International School & PU college, Konanakunte, Bengaluru, Karnataka 560062","to learn, employees, skills, team, management, experience, career, work environment, knowledge, organization",https://www.google.com/maps/place/Wyzmindz+Solutions/data=!4m7!3m6!1s0x3bae15721df49761:0xe0fe08043a7319e!8m2!3d12.8925874!4d77.5649861!16s%2Fg%2F11b5qxx8qh!19sChIJYZf0HXIVrjsRnjGnQ4DgDw4?authuser=0&hl=en&rclk=1
